;Book;Sentence;Entities;CharacterEntities
67447;The Lady of the Lake;Then we get on the horses and take full advantage of the invitation of Countess Anna Henrietta .;['Countess', 'Anna Henrietta'];['Anna']
67448;The Lady of the Lake;Do not look at me like that vampire, Milva has broken ribs, Cahir a broken head, and rest in Toussaint will benefit both of them.;['Milva', 'Cahir', 'Toussaint'];['Milva', 'Cahir']
67454;The Lady of the Lake;'You can count on me,' Geralt said seriously.;['Geralt'];['Geralt']
67462;The Lady of the Lake;Geralt?;['Geralt'];['Geralt']
67472;The Lady of the Lake;Again Condwiramurs ate too much.;['Condwiramurs'];['Condwiramurs']
67473;The Lady of the Lake;***  Condwiramurs belched.;['Condwiramurs'];['Condwiramurs']
67494;The Lady of the Lake;After twelve nights on the island, Condwiramurs already had three lists of dreams.;['twelve nights', 'Condwiramurs', 'three'];['Condwiramurs']
67497;The Lady of the Lake;There was also a list that Nimue had recognised as a list of failures, dreams that despite all their efforts remained an enigma.;['Nimue'];['Nimue']
67501;The Lady of the Lake;Well, thought Condwiramurs, closing her eyes.;['Condwiramurs'];['Condwiramurs']
67507;The Lady of the Lake;'Of course' Condwiramurs said boastfully, 'I dreamed!;['Condwiramurs'];['Condwiramurs']
67523;The Lady of the Lake;*** 'Tell me, Geralt, do you believe in love at first sight?';['Geralt', 'first'];['Geralt']
67566;The Lady of the Lake;*** Nimue had already spent a long time contemplating a picture that appeared in a subtle chiaroscuro of ten women sitting around a table.;['Nimue', 'ten'];['Nimue']
67570;The Lady of the Lake;Condwiramurs snorted.;['Condwiramurs'];['Condwiramurs']
67581;The Lady of the Lake;The portrait of Margarita Laux-Antille which hangs in Aretuza, on the island of Thanedd and was by a miracle saved from fire.;['Margarita Laux-Antille', 'Aretuza', 'Thanedd'];['Margarita']
67587;The Lady of the Lake;And the images of the Sorceress of Nilfgaard were destroyed thoroughly and systematically, we have no idea of the true appearance of Assire car Anahid or Fringilla Vigo.';['the Sorceress of Nilfgaard', 'Assire car Anahid', 'Fringilla Vigo'];['Fringilla']
67588;The Lady of the Lake;'Let us assume,' sighed Condwiramurs, 'that they looked as they were later portrayed.;['Condwiramurs'];['Condwiramurs']
67596;The Lady of the Lake;Before lunch, Condwiramurs went for a walk, but walks soon became boring.;['Condwiramurs'];['Condwiramurs']
67603;The Lady of the Lake;Instead of dreams of the enigma of the legend of the withcer, Condwiramurs dreamed of the Fisher King in a variety of situations from the non-erotic to the extremely erotic.;['Condwiramurs', 'Fisher King'];['Condwiramurs', 'Fisher']
67604;The Lady of the Lake;In the extremely non-erotic dreams the Fisher King dragged her behind the boat tied to a rope.;['Fisher King'];['Fisher']
67606;The Lady of the Lake;When it seemed the something was about to catch her, the Fisher King pulled powerfully on the oars, the rope tighten and she was pulled away from the jaws of the unseen predator.;['Fisher King'];['Fisher']
67609;The Lady of the Lake;Apart from the physical pleasure, Condwiramurs felt an apprehension that chilled her bowels: what if Nimue caught them?;['Condwiramurs', 'Nimue'];['Condwiramurs', 'Nimue']
67616;The Lady of the Lake;At first Condwiramurs paid it no attention, but over time she had reason to ponder.;['first', 'Condwiramurs'];['Condwiramurs']
67619;The Lady of the Lake;Aware that the home of the sorceress cannot go with such a secret anomaly, Condwiramurs did not ask questions.;['Aware', 'anomaly', 'Condwiramurs'];['Condwiramurs']
67625;The Lady of the Lake;The author was apparently fascinated by the adventures of Ciri and the Tower of the Swallow, because all of her works had been devoted to them.;['Ciri'];['Ciri']
67629;The Lady of the Lake;Ciri and a tower...;['Ciri'];['Ciri']
67632;The Lady of the Lake;Nothing except the visual experience?' Nimue, of course, knew that as a capable dreamer, like Condwiramurs used all her senses, she doesn't just receive the dream through her eyes like most people, but also through hearing, touch, smell â€“ and even taste.;['Nimue', 'Condwiramurs'];['Nimue', 'Condwiramurs']
67638;The Lady of the Lake;As Condwiramurs had guessed, access to the balcony was only possible going through the private chambers of the sorceress.;['Condwiramurs'];['Condwiramurs']
67649;The Lady of the Lake;'Vilgefortz's citadel, where he imprisoned Yennefer.;['Vilgefortz', 'Yennefer'];['Vilgefortz', 'Yennefer']
67651;The Lady of the Lake;'Yes,' Nimue said, apparently indifferent.;['Nimue'];['Nimue']
67658;The Lady of the Lake;But...'  'Condwiramurs.';['Condwiramurs'];['Condwiramurs']
67661;The Lady of the Lake;But it still remains unclear how Ciri went directly from the Tower to the Swallow to Vilgefortz's castle.;['Ciri', 'Vilgefortz'];['Ciri', 'Vilgefortz']
67669;The Lady of the Lake;'It is a mirror of Hartmann,' Nimue said, seeing the adept's wrinkled nose and angry gesture.;['Hartmann', 'Nimue'];['Nimue']
67672;The Lady of the Lake;'Is it true,' Condwiramurs asked, her voice trembling with excitement, 'that with a mirror of Hartmann you can move to others...' 'Worlds?';['Condwiramurs', 'Hartmann', 'Worlds'];['Condwiramurs']
67678;The Lady of the Lake;*** 'Do you know, Nimue...;['Nimue'];['Nimue']
67694;The Lady of the Lake;Yennefer revelled in the warmth.;['Yennefer'];['Yennefer']
67697;The Lady of the Lake;'Eat, Yennefer,' Vilgefortz said.;['Eat', 'Yennefer', 'Vilgefortz'];['Yennefer', 'Vilgefortz']
67701;The Lady of the Lake;And she would not eat with her hands, she was eager to show her superiority to Vilgefortz and the rest of the guests of the sorcerer.;['Vilgefortz'];['Vilgefortz']
67703;The Lady of the Lake;'It is with great regret I must inform you,' said Vilgefortz, his fingers caressing the stem of his cup, 'that Ciri, your ward, has departed from this world.;['Vilgefortz', 'Ciri'];['Vilgefortz', 'Ciri']
67704;The Lady of the Lake;You can only blame yourself, Yennefer.;['Yennefer'];['Yennefer']
67708;The Lady of the Lake;'To your health,' Yennefer said, not upset at all by Vilgefortz angry words.;['Yennefer', 'Vilgefortz'];['Yennefer', 'Vilgefortz']
67714;The Lady of the Lake;Vilgefortz turned to face her.;['Vilgefortz'];['Vilgefortz']
67718;The Lady of the Lake;'You, Yennefer,' he drawled, 'probably think I'm lying to deceive you.;['Yennefer'];['Yennefer']
67722;The Lady of the Lake;Ciri is dead and now my plans have collapsed.';['Ciri'];['Ciri']
67723;The Lady of the Lake;'Good,' Yennefer, barely keeping the knife in your fingers, clumsily cut into her second course of stuffed pork chop.;['Yennefer', 'second'];['Yennefer']
67724;The Lady of the Lake;'On the contrary,' continued the sorcerer, 'to you Ciri was only a silly sentiment, consisting of equal parts of the penalty of your infertility and your guilt.;['Ciri'];['Ciri']
67725;The Lady of the Lake;Yes, yes, Yennefer, a sentiment of guilt!;['Yennefer'];['Yennefer']
67726;The Lady of the Lake;After you had actively participated in genetic experiments, by which Ciri came into the world.;['Ciri'];['Ciri']
67728;The Lady of the Lake;Yennefer saluted him in silence, praying that the cup would not slip from her fingers.;['Yennefer'];['Yennefer']
67731;The Lady of the Lake;Vilgefortz snorted at her gesture.;['Vilgefortz'];['Vilgefortz']
67732;The Lady of the Lake;'It's too late,' he said through gritted teeth, 'you have to know, Yennefer, I have enough knowledge.;['Yennefer'];['Yennefer']
67736;The Lady of the Lake;Yennefer snorted dismissively, although inside she was boiling with rage.;['Yennefer'];['Yennefer']
67738;The Lady of the Lake;'Because I have the sad news that the witcher, Geralt of Rivia is also dead.;['Geralt of Rivia'];['Geralt']
67739;The Lady of the Lake;Yes, Yes, the same witcher Geralt, with whom, as with Ciri, you associated your surrogate feelings, foolish, embarrassing and nauseating to the stomach.;['Geralt', 'Ciri'];['Geralt', 'Ciri']
67740;The Lady of the Lake;Know Yennefer that our dear friend, the witcher, said goodbye to the world in a truly fiery spectacular.;['Yennefer'];['Yennefer']
67745;The Lady of the Lake;Yennefer's violet eyes blazed with hatred.;['Yennefer'];['Yennefer']
67746;The Lady of the Lake;Vilgefortz laughed.;['Vilgefortz'];['Vilgefortz']
67752;The Lady of the Lake;Yennefer asked, emphasizing the words.;['Yennefer'];['Yennefer']
67756;The Lady of the Lake;No, do not answer, Vilgefortz.;['Vilgefortz'];['Vilgefortz']
67764;The Lady of the Lake;And Emperor Emhyr tightens his network, and this is turning out to be very, very bad.;['Emhyr'];['Emhyr']
67773;The Lady of the Lake;Vilgefortz slapped the table with his opened hand.;['Vilgefortz'];['Vilgefortz']
67774;The Lady of the Lake;'No more games,' Vilgefortz said, rolling his miniature macabre eye.;['Vilgefortz'];['Vilgefortz']
67775;The Lady of the Lake;'Know Yennefer that you are no longer needed by me.;['Yennefer'];['Yennefer']
67783;The Lady of the Lake;Unless you haven't satisfied yourself...' 'No,' Yennefer stood up and crumpled her napkin on the table.;['Yennefer'];['Yennefer']
67786;The Lady of the Lake;Stefan Skellen sneezed and coughed.;['Stefan Skellen'];['Stefan']
67789;The Lady of the Lake;As usual, when being led from cell to cell, Yennefer tried to figure out when she was, to get some scrap of information that could help her plan her escape.;['Yennefer'];['Yennefer']
67793;The Lady of the Lake;Yennefer remembered, however, how happy she was when they had moved her here from the dungeon.;['Yennefer'];['Yennefer']
67796;The Lady of the Lake;When, after about two months he removed the chain, took her from there and allowed her to change clothes and bathe, Yennefer was beside herself with joy.;['about two months', 'Yennefer'];['Yennefer']
67801;The Lady of the Lake;Yennefer cursed, sighed and sat on the stool that was, apart from the cot, the only piece of furniture she had.;['Yennefer'];['Yennefer']
67808;The Lady of the Lake;'Three months ago, in September, I caught your little bastard in Ebbing â€“ the famous Ciri, which you were talking about.';['Three months ago', 'September', 'Ciri'];['Ciri']
67809;The Lady of the Lake;Yennefer listen carefully.;['Yennefer'];['Yennefer']
67821;The Lady of the Lake;Yennefer imperceptibly sighed with relief 'She escaped into another world.;['Yennefer'];['Yennefer']
67823;The Lady of the Lake;You know, witch, the only thing I regret is that your lover, the witcher Geralt was burned at the stake.;['Geralt'];['Geralt']
67825;The Lady of the Lake;Yennefer snorted.;['Yennefer'];['Yennefer']
67848;The Lady of the Lake;'Really,' Yennefer said, 'with a crossbow from around a corner?;['Yennefer'];['Yennefer']
67859;The Lady of the Lake;Yennefer sat in the corner of the room, among the remains of the stool.;['Yennefer'];['Yennefer']
67865;The Lady of the Lake;Yennefer's barely healed fingers were a terrible weapon, but the dimeritium bracelets had some wonderfully sharp edges.;['Yennefer'];['Yennefer']
67866;The Lady of the Lake;In Bonhart's cheek, neatly along the cheek bone, embedded deeply was a fork, which Yennefer had silently stolen at dinner.;['Bonhart', 'Yennefer'];['Yennefer']
67881;The Lady of the Lake;'Besides,' added the second in a whisper, 'we do not want to end up like Rience and Schirru.';['second', 'Rience'];['Rience']
67887;The Lady of the Lake;Nimue asked sharply.;['Nimue'];['Nimue']
67893;The Lady of the Lake;'All the versions of the legend,' Condwiramurs identified one of the images, 'give this place as the end, the decisive clash between Good and Evil, the castle of Rhys-Rhun.;['Condwiramurs', 'one', 'Rhys-Rhun'];['Condwiramurs']
67896;The Lady of the Lake;'Except for one,' Nimue nodded.;['Nimue'];['Nimue']
67908;The Lady of the Lake;'Remember that we do not know what Ciri really looked like.;['Ciri'];['Ciri']
67909;The Lady of the Lake;But here, in this picture drawn by Wilma Wessely, in a violent conversation with Avallac'h set against the background of macabre statues of children, is Ciri.;['Wilma Wessely', 'Ciri'];['Ciri']
67911;The Lady of the Lake;'But,' Condwiramurs did not give up, 'your tapestry...';['Condwiramurs'];['Condwiramurs']
67915;The Lady of the Lake;'I do not like,' Condwiramurs spoke, 'the version of the legend in the Black Book.;['Condwiramurs', 'the Black Book'];['Condwiramurs']
67917;The Lady of the Lake;so...' 'Frighteningly realistic,' Nimue finished, shaking her head.;['Nimue'];['Nimue']
67918;The Lady of the Lake;*** Condwiramurs yawned and put down the book Half a Century of Poetry, the supplemented edition with the afterword by Professor Everett Denhoff Junior.;['Condwiramurs', 'Everett Denhoff Junior'];['Condwiramurs']
67937;The Lady of the Lake;Condwiramurs moaned in her sleep, she thrashed on the bed.;['Condwiramurs'];['Condwiramurs']
67951;The Lady of the Lake;Condwiramurs moaned in her sleep, a mortal fear seizes her.;['Condwiramurs'];['Condwiramurs']
67976;The Lady of the Lake;Geralt, though surprised, reacted instinctively.;['Geralt'];['Geralt']
67988;The Lady of the Lake;Geralt jumped, bouncing his shoulder against the wall and launched a blow from below, using the momentum of the bounce.;['Geralt'];['Geralt']
67993;The Lady of the Lake;Geralt could easily finish it off, but he did not want to destroy the skin.;['Geralt'];['Geralt']
68001;The Lady of the Lake;'You're not particularly heavy,' Geralt shook the monster that weighed no more than a fattened turkey.;['Geralt'];['Geralt']
68003;The Lady of the Lake;*** 'Wow,' Reynart Bois-de Fresnes whistled through his teeth, which for him, Geralt knew, meant the highest expression of astonishment and admiration.;['Geralt'];['Geralt']
68007;The Lady of the Lake;'No,' Geralt lifted the monster a little higher so the knight would see better.;['Geralt'];['Geralt']
68022;The Lady of the Lake;'This thing here,' Geralt shook the dead monster, 'usually attacks from behind and without error goes perfectly between the vertebrae or the aorta or under the left kidney.;['Geralt'];['Geralt']
68028;The Lady of the Lake;Geralt did not laugh, the joke about the basilisk and the mirror was one the teachers in Kaer Morhen repeated often.;['Geralt', 'Kaer Morhen'];['Geralt']
68033;The Lady of the Lake;'I prefer it when you smile,' Reynart said, watching him carefully.;['Reynart'];['Reynart']
68040;The Lady of the Lake;'Therapy through work,' Geralt again shook the cockatrice he held by the tail.;['Geralt'];['Geralt']
68067;The Lady of the Lake;You know how to count, Geralt, and the culture of the market.';['Geralt'];['Geralt']
68078;The Lady of the Lake;To a certain bedroom?' Geralt did not answer, because he did not respond to such questions on principle.;['Geralt'];['Geralt']
68079;The Lady of the Lake;He tied the cockatrice onto the back his horse then mounted, Roach.;['Roach'];['Roach']
68090;The Lady of the Lake;'You know what, Reynart,' Geralt suddenly said.;['Reynart', 'Geralt'];['Reynart', 'Geralt']
68099;The Lady of the Lake;*** 'On my honour,' said the Checkerboard Knight, 'you are unnecessarily troubled, Sir Geralt.;['the Checkerboard Knight', 'Geralt'];['Geralt']
68103;The Lady of the Lake;'I am of the same opinion.' said Regis. 'Lighten up, Geralt.;['Regis', 'Geralt'];['Geralt']
68104;The Lady of the Lake;After all the Druidess healed Milva...';['Druidess', 'Milva'];['Milva']
68105;The Lady of the Lake;'And the Druidess is familiar with treatments,' Cahir interjected.;['Cahir'];['Cahir']
